Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,18.995899,19.152201,18.862801,19.129000,13.417416,4762022
2014-01-03,19.152201,19.490700,19.149300,19.372101,13.587934,7473600
2014-01-06,19.239000,19.438700,19.120399,19.395300,13.604204,7323609
2014-01-07,19.386600,19.765600,19.299801,19.618099,13.760482,11610086
2014-01-08,19.748301,19.910299,19.563101,19.646999,13.780750,13275532
2014-01-09,19.673000,19.716400,19.406799,19.502300,13.679260,6324825
2014-01-10,19.551500,19.704901,19.100100,19.600700,13.748278,7238937
2014-01-13,19.603600,19.675900,19.430000,19.493601,13.673157,3614284
2014-01-14,19.406799,19.461800,19.244801,19.299801,13.537220,9789811
2014-01-15,19.383699,19.435801,19.244801,19.270800,13.516880,5847206
2014-01-16,19.273701,19.415501,19.181101,19.241899,13.496609,4370112
2014-01-17,19.299801,19.299801,19.140600,19.140600,13.425553,3237926
2014-01-20,19.140600,19.291100,19.039400,19.114599,13.407322,1457740
2014-01-21,18.790501,18.790501,18.787600,18.833900,13.210429,4053888
2014-01-22,18.865700,19.294001,18.865700,19.097200,13.395112,5768755
2014-01-23,19.129000,19.270800,18.639999,18.663200,13.090702,4930329
2014-01-24,18.663200,18.868601,18.142401,18.440399,12.934419,6210777
2014-01-27,18.524300,18.683399,18.113400,18.229200,12.786285,5968857
2014-01-28,18.527201,18.576401,18.258101,18.261000,12.808589,6184857
2014-01-29,18.373800,18.590900,17.928200,18.324699,12.853268,7997529
2014-01-30,18.388300,18.573500,18.180000,18.365200,12.881679,4828723
2014-01-31,18.217600,18.724001,18.110500,18.587999,13.037951,6219417
2014-02-03,18.587999,18.807899,18.261000,18.359400,12.877606,10899187
2014-02-04,18.376699,18.466400,18.214701,18.330400,12.857266,9397555
2014-02-05,18.235001,18.437500,17.974501,18.084499,12.684787,5662310
2014-02-06,18.133699,18.663200,17.977400,18.541700,13.005476,4760640
2014-02-07,18.544600,18.987301,18.330400,18.894699,13.253078,8008588
2014-02-10,18.891800,18.891800,18.524300,18.741301,13.145478,5283532
2014-02-11,18.744200,19.094299,18.663200,19.010401,13.334232,8247744
2014-02-12,19.065399,19.253500,18.822300,18.981501,13.313962,7732454
2014-02-13,18.914900,18.932301,18.608200,18.851299,13.222636,4762368
2014-02-14,18.920700,19.062500,18.718201,18.805000,13.190161,2871244
2014-02-17,18.778900,19.021999,18.547501,18.721100,13.131310,1508198
2014-02-18,18.741301,19.155100,18.724001,18.894699,13.253078,7098278
2014-02-19,18.802099,19.059601,18.460600,18.842600,13.216531,6068044
2014-02-20,18.732599,18.868601,18.582199,18.663200,13.090702,4669056
2014-02-21,18.677700,18.830999,18.590900,18.692101,13.110970,3081024
2014-02-24,18.686300,18.972799,18.663200,18.816500,13.198224,3387916
2014-02-25,18.721100,18.796301,18.431700,18.561899,13.019646,4046284
2014-02-26,18.533001,18.755800,18.449100,18.547501,13.009544,4850496
2014-02-27,18.689199,18.706600,18.402800,18.706600,13.121142,4147545
2014-02-28,18.761600,18.909100,18.289900,18.373800,12.887710,8007552
2014-03-05,18.402800,18.868601,18.373800,18.741301,13.145478,4589568
2014-03-06,18.750000,18.987301,18.692101,18.978600,13.311923,3982694
2014-03-07,18.891800,18.981501,18.735500,18.981501,13.313962,7534425
2014-03-10,18.868601,19.377899,18.868601,19.372101,13.587934,9534067
2014-03-11,19.386600,19.820601,19.372101,19.814800,13.898447,5904576
2014-03-12,19.649900,19.933399,19.539900,19.632500,13.770583,6888153
2014-03-13,19.719299,19.719299,19.351900,19.508101,13.683330,4218393
2014-03-14,19.531200,19.560200,19.386600,19.045099,13.358570,3254515
2014-03-17,19.233200,19.357599,19.103001,19.314199,14.430425,4313433
2014-03-18,19.250601,19.997101,19.247700,19.982599,14.929811,5634662
2014-03-19,19.936300,20.295099,19.771400,20.182301,15.079018,4513190
2014-03-20,20.055000,20.477400,19.907400,20.327000,15.187129,4759603
2014-03-21,20.254601,20.590300,20.243099,20.332800,15.191459,7884864
2014-03-24,20.332800,20.616301,20.243099,20.520800,15.331927,4199731
2014-03-25,20.506399,20.804399,20.425301,20.645300,15.424948,5215795
2014-03-26,20.685801,20.789900,20.202499,20.428200,15.262743,6033139
2014-03-27,20.399300,20.685801,20.393499,20.587400,15.381688,8438860
2014-03-28,20.680000,20.798599,20.445601,20.659700,15.435701,6122649
2014-03-31,20.795700,20.978001,20.662600,20.925900,15.634592,6877440
2014-04-01,20.978001,21.180599,20.630800,21.064800,15.738367,7474636
2014-04-02,21.053200,21.487301,20.891199,21.267401,15.889739,8006515
2014-04-03,21.498800,21.498800,21.041700,21.325199,15.932924,8644492
2014-04-04,21.527800,21.753500,20.514999,20.688700,15.457376,8722080
2014-04-07,20.891199,21.209499,20.561300,21.151600,15.803225,6904051
2014-04-08,21.464100,21.556700,20.677099,20.949100,15.651925,5921856
2014-04-09,20.891199,21.469900,20.659700,21.122700,15.781625,7214918
2014-04-10,21.053200,21.383101,20.862301,21.267401,15.889739,4187289
2014-04-11,21.116899,21.458300,21.099501,21.302099,15.915672,2859840
